21.57145503,5.383249324,1
25.68862745,7.066972816,1
18.90316056,5.584219972,1
25.73581984,6.755966714,1
29.15503582,7.98692748,1
30.82689053,7.069169181,1
18.12944725,5.672111246,1
15.63858339,7.233961612,1
8.371780791,6.075262835,1
14.27983348,3.89021393,1
17.06739004,7.402876315,1
18.84844614,5.184328954,1
15.05136631,5.644296294,1
32.19367359,6.186040143,1
18.91529634,5.87970507,1
24.21290793,5.741806734,1
17.12210527,6.059432141,1
12.79046054,4.753188346,1
32.97164016,5.677265409,1
15.30377278,5.401596025,1
15.37823579,6.366397148,1
9.039721249,5.102939708,1
30.16808394,6.473669971,1
25.42207039,6.432896798,1
24.52076675,5.852325797,1
107.9174248,5.835058742,2
92.87119861,5.48296928,2
122.5772894,5.964539412,2
107.7352201,5.675805066,2
111.828823,6.696449339,2
104.9707212,6.708974952,2
107.8985226,5.352979114,2
98.31780911,6.238855326,2
78.79583771,7.14276039,2
103.4091008,6.20802156,2
103.9839599,6.685468842,2
116.1432631,5.171227187,2
115.3997275,5.595761055,2
114.7408897,5.024595104,2
118.7554407,6.699301215,2
119.8983747,5.033972583,2
125.2969949,5.681756618,2
97.52766254,5.466538917,2
124.8508991,5.537277043,2
132.1278083,5.825964475,2
130.0481531,4.144751455,2
123.2563833,6.384455482,2
135.5013692,5.523954755,2
111.5510072,7.241845304,2
102.6901011,7.412672162,2
56.43821815,0.822015227,3
59.43803161,1.322621327,3
62.29711872,2.223446776,3
68.67970965,1.92934543,3
52.92945952,2.16029591,3
53.18232669,2.647404419,3
52.41279471,1.996214191,3
46.05948068,1.424041333,3
65.31587633,2.224092352,3
68.79215106,1.780992895,3
51.6290815,1.797942217,3
56.49393732,2.745603284,3
61.52742325,2.576432182,3
55.29114773,1.718912071,3
57.60715035,2.612650426,3
53.50261168,2.196522791,3
60.20123353,0.970518311,3
52.25272598,1.338983261,3
68.95070752,1.945901437,3
52.53145638,2.623525601,3
58.52770073,1.292526361,3
77.33451411,2.429591594,3
55.14025467,1.21844006,3
73.6577421,1.357814402,3
57.58691096,2.059165802,3
